sentence,sentiment,topic,processed_ml,processed_phobert
"nhiệt tình , có tâm huyết .",2,0,nhiệt_tình có tâm_huyết .,"nhiệt tình , có tâm huyết ."
"phần khảo sát doubledot các câu hỏi khảo sát quá dài dòng , nhiều câu lập đi lập lại sinh viên chán nản tích tràn lan đánh giá không đúng kết quả khảo sát không được chính xác .",0,1,phần khảo_sát doubledot các câu hỏi khảo_sát quá dài_dòng nhiều câu lập đi lập lại sinh_viên chán_nản_tích tràn_lan đánh_giá không đúng kết_quả khảo_sát không được chính_xác .,"phần khảo sát doubledot các câu hỏi khảo sát quá dài dòng , nhiều câu lập đi lập lại sinh viên chán nản tích tràn lan đánh giá không đúng kết quả khảo sát không được chính xác ."
giáo viên cần cho sinh viên nói nhiều thực hành giao tiếp trên lớp .,0,0,giáo_viên cần cho sinh_viên nói nhiều thực_hành giao_tiếp trên lớp .,giáo viên cần cho sinh viên nói nhiều thực hành giao tiếp trên lớp .
"nên có phần thực hành về tìm hiểu phần cứng , các bộ phận trong máy tính .",0,1,nên có phần thực_hành về tìm_hiểu phần_cứng các bộ_phận trong máy_tính .,"nên có phần thực hành về tìm hiểu phần cứng , các bộ phận trong máy tính ."
tận tâm tận tình .,2,0,tận_tâm tận_tình .,tận tâm tận tình .
cô giải thích các vấn đề sinh viên đưa ra khá chi tiết !,2,0,cô giải_thích các vấn_đề sinh_viên đưa ra khá chi_tiết !,cô giải thích các vấn đề sinh viên đưa ra khá chi tiết !
nội dung nhập nhằng .,0,1,nội_dung nhập_nhằng .,nội dung nhập nhằng .
cô nên hoạt động trên website môn học nhiều hơn .,0,0,cô nên hoạt_động trên website môn_học nhiều hơn .,cô nên hoạt động trên website môn học nhiều hơn .
"giảng viên hướng dẫn nhiệt tình , chi tiết .",2,0,giảng_viên hướng_dẫn nhiệt_tình chi_tiết .,"giảng viên hướng dẫn nhiệt tình , chi tiết ."
các thành viên dễ gán kết hơn và có trách nhiệm hơn .,0,1,các thành_viên dễ gán_kết hơn và có trách_nhiệm hơn .,các thành viên dễ gán kết hơn và có trách nhiệm hơn .
sử dụng hiệu quả thời gian lên lớp .,2,0,sử_dụng hiệu_quả thời_gian lên lớp .,sử dụng hiệu quả thời gian lên lớp .
"sự nhiệt tình , tận tâm của giảng viên .",2,0,sự nhiệt_tình tận_tâm của giảng_viên .,"sự nhiệt tình , tận tâm của giảng viên ."
dạy chi tiết .,2,0,dạy chi_tiết .,dạy chi tiết .
"giảng viên dạy rất nhiệt tình , phản hồi trực tiếp , gián tiếp thắc mắc của sinh viên rất tích cực .",2,0,giảng_viên dạy rất nhiệt_tình phản_hồi trực_tiếp gián_tiếp thắc_mắc của sinh_viên rất tích_cực .,"giảng viên dạy rất nhiệt tình , phản hồi trực tiếp , gián tiếp thắc mắc của sinh viên rất tích cực ."
thay đổi hình thức đánh giá môn học .,0,1,thay_đổi hình_thức đánh_giá môn_học .,thay đổi hình thức đánh giá môn học .
cho bài tập hay .,2,1,cho bài_tập hay .,cho bài tập hay .
cần bổ sung phần kiến thức pattern severside .,0,1,cần bổ_sung phần kiến_thức pattern severside .,cần bổ sung phần kiến thức pattern severside .
điều đó dẫn đến nhiều sinh viên cũng sẽ phát âm như vậy .,0,0,điều đó dẫn đến nhiều sinh_viên cũng sẽ phát_âm như_vậy .,điều đó dẫn đến nhiều sinh viên cũng sẽ phát âm như vậy .
giao đề tài thiếu công bằng .,0,0,giao đề_tài thiếu công_bằng .,giao đề tài thiếu công bằng .
dễ gây nhàm chán .,0,3,dễ gây nhàm_chán .,dễ gây nhàm chán .
thầy dạy rất vui rất kỹ .,2,0,thầy dạy rất vui rất kỹ .,thầy dạy rất vui rất kỹ .
"phòng học còn nóng và bụi bặm , máy chiếu tuy là vẫn thầy được nhưng như thế vẫn là mờ , đề nghị khắc phục vấn đề này .",0,2,phòng học còn nóng và bụi_bặm máy_chiếu tuy là vẫn thầy được nhưng như_thế vẫn là mờ đề_nghị khắc_phục vấn_đề này .,"phòng học còn nóng và bụi bặm , máy chiếu tuy là vẫn thầy được nhưng như thế vẫn là mờ , đề nghị khắc phục vấn đề này ."
cô giảng còn hơi khó hiểu .,0,0,cô giảng còn hơi khó hiểu .,cô giảng còn hơi khó hiểu .
khả năng truyền đạt tốt .,2,0,khả_năng truyền_đạt tốt .,khả năng truyền đạt tốt .
mỗi ngày khi đến môn học này là một cực hình tra tấn sinh viên cả lớp .,0,1,mỗi ngày khi đến môn_học này là một cực hình_tra_tấn sinh_viên cả lớp .,mỗi ngày khi đến môn học này là một cực hình tra tấn sinh viên cả lớp .
"giảng viên giảng hay , giúp sinh viên tiếp thu kiến thức hiệu quả .",2,0,giảng_viên giảng hay giúp sinh_viên tiếp_thu kiến_thức hiệu_quả .,"giảng viên giảng hay , giúp sinh viên tiếp thu kiến thức hiệu quả ."
giảng đường quá nóng .,0,2,giảng_đường quá nóng .,giảng đường quá nóng .
"giảng dạy tốt , nhiệt tình chỉ bảo sinh viên .",2,0,giảng_dạy tốt nhiệt_tình chỉ_bảo sinh_viên .,"giảng dạy tốt , nhiệt tình chỉ bảo sinh viên ."
"thầy wzjwz81 là một giảng viên rất tâm huyết với sinh viên , thầy tận tình chỉ dạy tất cả những điều chúng em chưa rõ .",2,0,thầy wzjwz81 là một giảng_viên rất tâm_huyết với sinh_viên thầy tận_tình chỉ dạy tất_cả những điều chúng_em chưa rõ .,"thầy wzjwz81 là một giảng viên rất tâm huyết với sinh viên , thầy tận tình chỉ dạy tất cả những điều chúng em chưa rõ ."
"thầy dạy nhiệt tình , áp dụng nhiều bài tập , dễ hiểu .",2,0,thầy dạy nhiệt_tình áp_dụng nhiều bài_tập dễ hiểu .,"thầy dạy nhiệt tình , áp dụng nhiều bài tập , dễ hiểu ."
"đa số giảng sơ sài , chủ yếu là lước qua .",0,0,đa_số giảng sơ_sài chủ_yếu là lước qua .,"đa số giảng sơ sài , chủ yếu là lước qua ."
cho mượn kit về nhà đẻ thực hành .,0,1,cho mượn kit về nhà đẻ thực_hành .,cho mượn kit về nhà đẻ thực hành .
"yêu cầu đối với sinh viên cao , nhưng lại không đáp ứng cho sinh viên những kiến thức cần thiết .",0,0,yêu_cầu đối_với sinh_viên cao nhưng lại không đáp_ứng cho sinh_viên những kiến_thức cần_thiết .,"yêu cầu đối với sinh viên cao , nhưng lại không đáp ứng cho sinh viên những kiến thức cần thiết ."
chỉ tham gia chấm điểm không giảng dạy trong giờ thực hành của lớp một lần nào .,0,0,chỉ tham_gia chấm điểm không giảng_dạy trong giờ thực_hành của lớp một lần nào .,chỉ tham gia chấm điểm không giảng dạy trong giờ thực hành của lớp một lần nào .
thầy không dạy lý thuyết mà chỉ nói sơ qua về một số bài tập nên em không biết nhận xét gì về thầy .,0,0,thầy không dạy lý_thuyết mà chỉ nói sơ_qua về một_số bài_tập nên em không biết nhận_xét gì về thầy .,thầy không dạy lý thuyết mà chỉ nói sơ qua về một số bài tập nên em không biết nhận xét gì về thầy .
làm việc nhóm nhiều .,2,1,làm_việc nhóm nhiều .,làm việc nhóm nhiều .
nhưng trường lại không sắp xếp được một giờ nào cho sinh viên học .,0,1,nhưng trường lại không sắp_xếp được một giờ nào cho sinh_viên học .,nhưng trường lại không sắp xếp được một giờ nào cho sinh viên học .
khả năng tương tác chưa tốt .,0,0,khả_năng tương_tác chưa tốt .,khả năng tương tác chưa tốt .
thầy khá đúng giờ .,2,0,thầy khá đúng giờ .,thầy khá đúng giờ .
"nội dung bài giảng dễ hiểu , giảng viên nhiệt tình , vui tính .",2,0,nội_dung bài giảng dễ hiểu giảng_viên nhiệt_tình vui_tính .,"nội dung bài giảng dễ hiểu , giảng viên nhiệt tình , vui tính ."
nếu trang thiết bị đã không đáp ứng được thì tại sao trường không tạo điều kiện kéo dây mạng cho sinh viên cắm vào laptop .,0,2,nếu trang_thiết_bị đã không đáp_ứng được thì tại_sao trường không tạo điều_kiện kéo dây_mạng cho sinh_viên cắm vào laptop .,nếu trang thiết bị đã không đáp ứng được thì tại sao trường không tạo điều kiện kéo dây mạng cho sinh viên cắm vào laptop .
có bài tập cuối giờ .,1,1,có bài_tập cuối giờ .,có bài tập cuối giờ .
không có buổi học bù nào .,0,1,không có buổi học bù nào .,không có buổi học bù nào .
đa số các giờ đều do sinh viên thuyết trình nhưng thực tế sinh viên đứng thuyết trình còn chưa hiểu bài làm sao trình bày lại cho các bạn hiểu .,0,3,đa_số các giờ đều do sinh_viên thuyết_trình nhưng thực_tế sinh_viên đứng thuyết_trình còn chưa hiểu bài làm_sao trình_bày lại cho các bạn hiểu .,đa số các giờ đều do sinh viên thuyết trình nhưng thực tế sinh viên đứng thuyết trình còn chưa hiểu bài làm sao trình bày lại cho các bạn hiểu .
giảng viên giảng bài dễ hiểu .,2,0,giảng_viên giảng_bài dễ hiểu .,giảng viên giảng bài dễ hiểu .
làm phim khó quá thầy ạ .,0,0,làm phim khó quá thầy ạ .,làm phim khó quá thầy ạ .
em rất hài lòng về phương pháp giảng dạy của thầy ạ .,2,0,em rất hài_lòng về phương_pháp giảng_dạy của thầy ạ .,em rất hài lòng về phương pháp giảng dạy của thầy ạ .
cô wzjwz6 rất nhiệt tình .,2,0,cô wzjwz6 rất nhiệt_tình .,cô wzjwz6 rất nhiệt tình .
giảng viên rất có tâm huyết .,2,0,giảng_viên rất có tâm_huyết .,giảng viên rất có tâm huyết .
tất cả các hoạt động trên lớp .,1,3,tất_cả các hoạt_động trên lớp .,tất cả các hoạt động trên lớp .
sự tận tình đối với học viên .,2,0,sự tận_tình đối_với học_viên .,sự tận tình đối với học viên .
đến lớp dúng giờ !,1,1,đến lớp dúng giờ !,đến lớp dúng giờ !
có một số phần giảng viên giải thích hơi khó hiểu .,0,1,có một_số phần giảng_viên giải_thích hơi khó hiểu .,có một số phần giảng viên giải thích hơi khó hiểu .
"nâng cao trang thiết bị phòng học doubledot máy chiếu , quạt .",0,2,nâng cao trang_thiết_bị phòng học doubledot máy_chiếu quạt .,"nâng cao trang thiết bị phòng học doubledot máy chiếu , quạt ."
"khả năng truyền đạt không tốt , kiến thức chưa đạt .",0,0,khả_năng truyền_đạt không tốt kiến_thức chưa đạt .,"khả năng truyền đạt không tốt , kiến thức chưa đạt ."
thầy vui tính và thân thiện với sinh viên .,2,0,thầy vui_tính và thân_thiện với sinh_viên .,thầy vui tính và thân thiện với sinh viên .
"giáo viên hướng dẫn thực hành đến lớp trễ , và chưa hướng dẫn sâu sắc để sinh viên dễ dàng nắm được bài .",0,0,giáo_viên hướng_dẫn thực_hành đến lớp trễ và chưa hướng_dẫn sâu_sắc để sinh_viên dễ_dàng nắm được bài .,"giáo viên hướng dẫn thực hành đến lớp trễ , và chưa hướng dẫn sâu sắc để sinh viên dễ dàng nắm được bài ."
"giảng không hiểu , nói nhiều .",0,0,giảng không hiểu nói nhiều .,"giảng không hiểu , nói nhiều ."
cô rất tận tình với sinh viên .,2,0,cô rất tận_tình với sinh_viên .,cô rất tận tình với sinh viên .
"thầy giảng bài tận tâm , nhiệt tình .",2,0,thầy giảng bài tận_tâm nhiệt_tình .,"thầy giảng bài tận tâm , nhiệt tình ."
"thầy dạy rất hay , hài hước trong công việc .",2,0,thầy dạy rất hay hài_hước trong công_việc .,"thầy dạy rất hay , hài hước trong công việc ."
"thiếu nhiệt tình , ít làm bài tập .",0,0,thiếu nhiệt_tình ít làm bài_tập .,"thiếu nhiệt tình , ít làm bài tập ."
"thích ngủ thì ngủ , ngoài ra chả có gì hài lòng .",0,3,thích ngủ thì ngủ ngoài_ra chả có gì hài_lòng .,"thích ngủ thì ngủ , ngoài ra chả có gì hài lòng ."
"tên môn học là lập trình ứng dụng web , tuy nhiên chỉ cho lập trình trên ngôn ngữ php , nên rõ ràng trong tên môn học với ngôn ngữ nào .",0,1,tên môn_học là lập_trình ứng_dụng web tuy_nhiên chỉ cho lập_trình trên ngôn_ngữ php nên rõ_ràng trong tên môn_học với ngôn_ngữ nào .,"tên môn học là lập trình ứng dụng web , tuy nhiên chỉ cho lập trình trên ngôn ngữ php , nên rõ ràng trong tên môn học với ngôn ngữ nào ."
